date,station,rr
2022-07-15,ARG Kapur IX,0.0
2022-07-16,ARG Kapur IX,0.0
2022-07-17,ARG Kapur IX,0.0
2022-07-18,ARG Kapur IX,0.0
2022-07-19,ARG Kapur IX,4.2
2022-07-20,ARG Kapur IX,0.0
2022-07-21,ARG Kapur IX,1.2000000000000002
2022-07-22,ARG Kapur IX,27.6
2022-07-23,ARG Kapur IX,3.2000000000000006
2022-07-24,ARG Kapur IX,26.999999999999996
2022-07-25,ARG Kapur IX,2.8
2022-07-26,ARG Kapur IX,0.0
2022-07-27,ARG Kapur IX,0.0
2022-07-28,ARG Kapur IX,0.0
2022-07-29,ARG Kapur IX,0.0
2022-07-30,ARG Kapur IX,0.0
2022-07-31,ARG Kapur IX,0.4
2022-08-01,ARG Kapur IX,7.4
2022-08-02,ARG Kapur IX,0.6000000000000001
2022-08-03,ARG Kapur IX,2.200000000000001
2022-08-04,ARG Kapur IX,0.0
2022-08-05,ARG Kapur IX,0.0
2022-08-06,ARG Kapur IX,0.0
2022-08-07,ARG Kapur IX,0.0
2022-08-08,ARG Kapur IX,0.6000000000000001
2022-08-09,ARG Kapur IX,0.2
2022-08-10,ARG Kapur IX,0.0
2022-08-11,ARG Kapur IX,0.0
2022-08-12,ARG Kapur IX,10.2
2022-08-13,ARG Kapur IX,2.4
2022-08-14,ARG Kapur IX,0.8
2022-08-15,ARG Kapur IX,0.4
2022-08-16,ARG Kapur IX,0.0
2022-08-17,ARG Kapur IX,4.200000000000001
2022-08-18,ARG Kapur IX,0.0
2022-08-19,ARG Kapur IX,0.0
2022-08-20,ARG Kapur IX,90.6
2022-08-21,ARG Kapur IX,0.0
2022-08-22,ARG Kapur IX,33.0
2022-08-23,ARG Kapur IX,0.0
2022-08-24,ARG Kapur IX,1.0000000000000002
2022-08-25,ARG Kapur IX,0.6000000000000001
2022-08-26,ARG Kapur IX,0.0
2022-08-27,ARG Kapur IX,18.0
2022-08-28,ARG Kapur IX,9.8
2022-08-29,ARG Kapur IX,0.2
2022-08-30,ARG Kapur IX,0.0
2022-08-31,ARG Kapur IX,8.4
2022-09-01,ARG Kapur IX,2.8000000000000003
2022-09-02,ARG Kapur IX,0.2
2022-09-03,ARG Kapur IX,0.0
2022-09-04,ARG Kapur IX,0.0
2022-09-05,ARG Kapur IX,0.0
2022-09-06,ARG Kapur IX,5.8
2022-09-07,ARG Kapur IX,0.0
2022-09-08,ARG Kapur IX,3.8
2022-09-09,ARG Kapur IX,0.0
2022-09-10,ARG Kapur IX,11.2
2022-09-11,ARG Kapur IX,0.0
2022-09-12,ARG Kapur IX,44.8
2022-09-13,ARG Kapur IX,1.6
2022-09-14,ARG Kapur IX,3.4000000000000004
2022-09-15,ARG Kapur IX,0.0
2022-09-16,ARG Kapur IX,47.6
2022-09-17,ARG Kapur IX,44.6
2022-09-18,ARG Kapur IX,0.2
2022-09-19,ARG Kapur IX,3.6
2022-09-20,ARG Kapur IX,0.0
2022-09-21,ARG Kapur IX,5.0
2022-09-22,ARG Kapur IX,0.0
2022-09-23,ARG Kapur IX,26.2
2022-09-24,ARG Kapur IX,3.0000000000000004
2022-09-25,ARG Kapur IX,0.0
2022-09-26,ARG Kapur IX,7.4
2022-09-27,ARG Kapur IX,16.8
2022-09-28,ARG Kapur IX,0.0
2022-09-29,ARG Kapur IX,2.4
2022-09-30,ARG Kapur IX,9.4
2022-10-01,ARG Kapur IX,13.8
2022-10-02,ARG Kapur IX,9.0
2022-10-03,ARG Kapur IX,8.8
2022-10-04,ARG Kapur IX,2.8000000000000003
2022-10-05,ARG Kapur IX,11.4
2022-10-06,ARG Kapur IX,17.8
2022-10-07,ARG Kapur IX,0.0
2022-10-08,ARG Kapur IX,0.4
2022-10-09,ARG Kapur IX,4.2
2022-10-10,ARG Kapur IX,0.0
2022-10-11,ARG Kapur IX,80.6
2022-10-12,ARG Kapur IX,0.8000000000000002
2022-10-13,ARG Kapur IX,28.8
2022-10-14,ARG Kapur IX,0.0
2022-10-15,ARG Kapur IX,13.8
2022-10-16,ARG Kapur IX,21.400000000000006
2022-10-17,ARG Kapur IX,12.0
2022-10-18,ARG Kapur IX,2.0
2022-10-19,ARG Kapur IX,0.0
2022-10-20,ARG Kapur IX,0.0
2022-10-21,ARG Kapur IX,1.7999999999999998
2022-10-22,ARG Kapur IX,50.199999999999996
2022-10-23,ARG Kapur IX,1.6000000000000003
2022-10-24,ARG Kapur IX,3.4
2022-10-25,ARG Kapur IX,0.8000000000000002
2022-10-26,ARG Kapur IX,86.4
2022-10-27,ARG Kapur IX,0.2
2022-10-28,ARG Kapur IX,1.6
2022-10-29,ARG Kapur IX,0.0
2022-10-30,ARG Kapur IX,0.6000000000000001
2022-10-31,ARG Kapur IX,0.0
2022-11-01,ARG Kapur IX,0.0
2022-11-02,ARG Kapur IX,0.6000000000000001
2022-11-03,ARG Kapur IX,26.999999999999996
2022-11-04,ARG Kapur IX,0.6000000000000001
2022-11-05,ARG Kapur IX,0.0
2022-11-06,ARG Kapur IX,55.0
2022-11-07,ARG Kapur IX,18.8
2022-11-08,ARG Kapur IX,33.4
2022-11-09,ARG Kapur IX,3.6
2022-11-10,ARG Kapur IX,21.799999999999997
2022-11-11,ARG Kapur IX,14.8
2022-11-12,ARG Kapur IX,1.0000000000000002
2022-11-13,ARG Kapur IX,4.4
2022-11-14,ARG Kapur IX,0.2
2022-11-15,ARG Kapur IX,0.0
2022-11-16,ARG Kapur IX,0.0
2022-11-17,ARG Kapur IX,0.0
2022-11-18,ARG Kapur IX,0.0
2022-11-19,ARG Kapur IX,0.2
2022-11-20,ARG Kapur IX,0.0
2022-11-21,ARG Kapur IX,0.0
2022-11-22,ARG Kapur IX,1.0
2022-11-23,ARG Kapur IX,0.0
2022-11-24,ARG Kapur IX,2.0000000000000004
2022-11-25,ARG Kapur IX,0.2
2022-11-26,ARG Kapur IX,17.2
2022-11-27,ARG Kapur IX,0.2
2022-11-28,ARG Kapur IX,0.6000000000000001
2022-11-29,ARG Kapur IX,0.0
2022-11-30,ARG Kapur IX,19.4
2022-12-01,ARG Kapur IX,2.8
2022-12-02,ARG Kapur IX,0.4
2022-12-03,ARG Kapur IX,1.8000000000000003
2022-12-04,ARG Kapur IX,0.4
2022-12-05,ARG Kapur IX,6.6
2022-12-06,ARG Kapur IX,0.4
2022-12-07,ARG Kapur IX,0.0
2022-12-08,ARG Kapur IX,1.4000000000000001
2022-12-09,ARG Kapur IX,1.6
2022-12-10,ARG Kapur IX,40.199999999999996
2022-12-11,ARG Kapur IX,6.200000000000003
2022-12-12,ARG Kapur IX,0.4
2022-12-13,ARG Kapur IX,7.4
2022-12-14,ARG Kapur IX,1.9999999999999998
2022-12-15,ARG Kapur IX,0.2
2022-12-16,ARG Kapur IX,21.2
2022-12-17,ARG Kapur IX,9.8
2022-12-18,ARG Kapur IX,0.8
2022-12-19,ARG Kapur IX,5.6
2022-12-20,ARG Kapur IX,20.6
2022-12-21,ARG Kapur IX,16.4
2022-12-22,ARG Kapur IX,0.0
2022-12-23,ARG Kapur IX,24.2
2022-12-24,ARG Kapur IX,0.0
2022-12-25,ARG Kapur IX,0.0
2022-12-26,ARG Kapur IX,11.4
2022-12-27,ARG Kapur IX,0.2
2022-12-28,ARG Kapur IX,30.0
2022-12-29,ARG Kapur IX,20.2
2022-12-30,ARG Kapur IX,4.200000000000001
2022-12-31,ARG Kapur IX,8.8
2023-01-01,ARG Kapur IX,0.0
2023-01-02,ARG Kapur IX,7.0
2023-01-03,ARG Kapur IX,9.6
2023-01-04,ARG Kapur IX,0.0
2023-01-05,ARG Kapur IX,0.0
2023-01-06,ARG Kapur IX,21.8
2023-01-07,ARG Kapur IX,0.0
2023-01-08,ARG Kapur IX,18.799999999999997
2023-01-09,ARG Kapur IX,7.4
2023-01-10,ARG Kapur IX,3.8
2023-01-11,ARG Kapur IX,0.2
2023-01-12,ARG Kapur IX,4.0
2023-01-13,ARG Kapur IX,0.0
2023-01-14,ARG Kapur IX,1.8000000000000003
2023-01-15,ARG Kapur IX,13.0
2023-01-16,ARG Kapur IX,27.0
2023-01-17,ARG Kapur IX,0.0
2023-01-18,ARG Kapur IX,8.8
2023-01-19,ARG Kapur IX,0.2
2023-01-20,ARG Kapur IX,8.2
2023-01-21,ARG Kapur IX,5.0
2023-01-22,ARG Kapur IX,19.8
2023-01-23,ARG Kapur IX,3.3999999999999995
2023-01-24,ARG Kapur IX,20.0
2023-01-25,ARG Kapur IX,3.0
2023-01-26,ARG Kapur IX,0.2
2023-01-27,ARG Kapur IX,0.2
2023-01-28,ARG Kapur IX,0.6000000000000001
2023-01-29,ARG Kapur IX,44.6
2023-01-30,ARG Kapur IX,0.4
2023-01-31,ARG Kapur IX,0.0
2023-02-01,ARG Kapur IX,3.0000000000000004
2023-02-02,ARG Kapur IX,0.4
2023-02-03,ARG Kapur IX,11.2
2023-02-04,ARG Kapur IX,71.2
2023-02-05,ARG Kapur IX,8.8
2023-02-06,ARG Kapur IX,0.0
2023-02-07,ARG Kapur IX,0.0
2023-02-08,ARG Kapur IX,2.0000000000000004
2023-02-09,ARG Kapur IX,9.0
2023-02-10,ARG Kapur IX,0.0
2023-02-11,ARG Kapur IX,0.4
2023-02-12,ARG Kapur IX,0.0
2023-02-13,ARG Kapur IX,0.0
2023-02-14,ARG Kapur IX,0.0
2023-02-15,ARG Kapur IX,0.0
2023-02-16,ARG Kapur IX,0.0
2023-02-17,ARG Kapur IX,3.8
2023-02-18,ARG Kapur IX,10.4
2023-02-19,ARG Kapur IX,68.6
2023-02-20,ARG Kapur IX,45.0
2023-02-21,ARG Kapur IX,35.800000000000004
2023-02-22,ARG Kapur IX,13.600000000000001
2023-02-23,ARG Kapur IX,65.8
2023-02-24,ARG Kapur IX,11.800000000000002
2023-02-25,ARG Kapur IX,5.000000000000001
2023-02-26,ARG Kapur IX,3.2
2023-02-27,ARG Kapur IX,0.0
2023-02-28,ARG Kapur IX,33.6
2023-03-01,ARG Kapur IX,1.4
2023-03-02,ARG Kapur IX,27.6
2023-03-03,ARG Kapur IX,7.6000000000000005
2023-03-04,ARG Kapur IX,11.0
2023-03-05,ARG Kapur IX,0.2
2023-03-06,ARG Kapur IX,0.6000000000000001
2023-03-07,ARG Kapur IX,23.8
2023-03-08,ARG Kapur IX,3.2
2023-03-09,ARG Kapur IX,27.4
2023-03-10,ARG Kapur IX,55.2
2023-03-11,ARG Kapur IX,27.0
2023-03-12,ARG Kapur IX,12.6
2023-03-13,ARG Kapur IX,35.2
2023-03-14,ARG Kapur IX,0.0
2023-03-15,ARG Kapur IX,0.0
2023-03-16,ARG Kapur IX,0.2
2023-03-17,ARG Kapur IX,0.2
2023-03-18,ARG Kapur IX,13.6
2023-03-19,ARG Kapur IX,0.0
2023-03-20,ARG Kapur IX,23.6
2023-03-21,ARG Kapur IX,1.0000000000000002
2023-03-22,ARG Kapur IX,0.0
2023-03-23,ARG Kapur IX,0.0
2023-03-24,ARG Kapur IX,10.2
2023-03-25,ARG Kapur IX,18.4
2023-03-26,ARG Kapur IX,11.6
2023-03-27,ARG Kapur IX,43.8
2023-03-28,ARG Kapur IX,0.0
2023-03-29,ARG Kapur IX,44.4
2023-03-30,ARG Kapur IX,0.0
2023-03-31,ARG Kapur IX,3.4
2023-04-01,ARG Kapur IX,9.8
2023-04-02,ARG Kapur IX,0.2
2023-04-03,ARG Kapur IX,22.8
2023-04-04,ARG Kapur IX,12.2
2023-04-05,ARG Kapur IX,8.6
2023-04-06,ARG Kapur IX,1.4000000000000001
2023-04-07,ARG Kapur IX,39.6
2023-04-08,ARG Kapur IX,3.2000000000000006
2023-04-09,ARG Kapur IX,30.2
2023-04-10,ARG Kapur IX,0.0
2023-04-11,ARG Kapur IX,0.0
2023-04-12,ARG Kapur IX,56.0
2023-04-13,ARG Kapur IX,0.0
2023-04-14,ARG Kapur IX,8.8
2023-04-15,ARG Kapur IX,37.99999999999999
2023-04-16,ARG Kapur IX,16.4
2023-04-17,ARG Kapur IX,6.4
2023-04-18,ARG Kapur IX,0.0
2023-04-19,ARG Kapur IX,34.2
2023-04-20,ARG Kapur IX,6.0
2023-04-21,ARG Kapur IX,26.0
2023-04-22,ARG Kapur IX,0.0
2023-04-23,ARG Kapur IX,6.8
2023-04-24,ARG Kapur IX,69.3
2023-04-25,ARG Kapur IX,1.8
2023-04-26,ARG Kapur IX,54.0
2023-04-27,ARG Kapur IX,8.6
2023-04-28,ARG Kapur IX,1.6
2023-04-29,ARG Kapur IX,4.8
2023-04-30,ARG Kapur IX,44.8
2023-05-01,ARG Kapur IX,0.0
2023-05-02,ARG Kapur IX,11.2
2023-05-03,ARG Kapur IX,3.4000000000000012
2023-05-04,ARG Kapur IX,3.6
2023-05-05,ARG Kapur IX,12.4
2023-05-06,ARG Kapur IX,0.6000000000000001
2023-05-07,ARG Kapur IX,0.0
2023-05-08,ARG Kapur IX,0.0
2023-05-09,ARG Kapur IX,0.0
2023-05-10,ARG Kapur IX,0.0
2023-05-11,ARG Kapur IX,0.2
2023-05-12,ARG Kapur IX,20.8
2023-05-13,ARG Kapur IX,0.0
2023-05-14,ARG Kapur IX,0.0
2023-05-15,ARG Kapur IX,0.0
2023-05-16,ARG Kapur IX,0.0
2023-05-17,ARG Kapur IX,6.2
2023-05-18,ARG Kapur IX,40.8
2023-05-19,ARG Kapur IX,22.2
2023-05-20,ARG Kapur IX,35.8
2023-05-21,ARG Kapur IX,0.0
2023-05-22,ARG Kapur IX,11.8
2023-05-23,ARG Kapur IX,23.8
2023-05-24,ARG Kapur IX,0.0
2023-05-25,ARG Kapur IX,7.400000000000001
2023-05-26,ARG Kapur IX,0.0
2023-05-27,ARG Kapur IX,18.4
2023-05-28,ARG Kapur IX,7.8
2023-05-29,ARG Kapur IX,9.0
2023-05-30,ARG Kapur IX,45.2
2023-05-31,ARG Kapur IX,8.8
2023-06-01,ARG Kapur IX,0.2
2023-06-02,ARG Kapur IX,0.0
2023-06-03,ARG Kapur IX,12.2
2023-06-04,ARG Kapur IX,0.0
2023-06-05,ARG Kapur IX,1.4
2023-06-06,ARG Kapur IX,3.2000000000000006
2023-06-07,ARG Kapur IX,0.0
2023-06-08,ARG Kapur IX,0.0
2023-06-09,ARG Kapur IX,58.8
2023-06-10,ARG Kapur IX,0.0
2023-06-11,ARG Kapur IX,21.0
2023-06-12,ARG Kapur IX,0.0
2023-06-13,ARG Kapur IX,12.2
2023-06-14,ARG Kapur IX,0.4
